BEGIN_DATA,
year,month,day,hour,load
2011,2,1,10,10.977808
2011,2,1,11,10.800064
2011,2,1,12,10.901632
2011,2,1,13,10.867776
2011,2,1,14,10.723888
2011,2,1,15,10.884704
2011,2,1,16,10.800064
2011,2,1,17,10.512288
2011,2,1,18,10.224512
2011,2,1,19,9.665888
2011,2,1,20,9.445824
2011,2,1,21,8.895664
2011,2,1,22,8.811024
2011,2,1,23,8.700992000000001
2011,2,2,0,8.184688
2011,2,2,1,8.227008
2011,2,2,2,8.269328
2011,2,2,3,8.150832000000001
2011,2,2,4,8.184688
2011,2,2,5,8.50632
2011,2,2,6,8.650208000000001
2011,2,2,7,9.369648
2011,2,2,8,9.522
2011,2,2,9,9.344256
2011,2,2,10,9.242688
2011,2,2,11,9.158048
2011,2,2,12,9.293472
2011,2,2,13,8.912592
2011,2,2,14,9.064944
2011,2,2,15,8.921056
2011,2,2,16,8.785632
2011,2,2,17,8.650208000000001
2011,2,2,18,8.455536
2011,2,2,19,8.413216
2011,2,2,20,8.497856
2011,2,2,21,8.430144
2011,2,2,22,8.2524
2011,2,2,23,8.100048
2011,2,3,0,8.074656000000001
2011,2,3,1,7.91384
2011,2,3,2,7.65992
2011,2,3,3,7.609136
2011,2,3,4,7.558352
2011,2,3,5,7.372144
2011,2,3,6,7.499104
2011,2,3,7,7.896912
2011,2,3,8,8.167760000000001
2011,2,3,9,8.08312
2011,2,3,10,7.990016
2011,2,3,11,7.990016
2011,2,3,12,7.990016
2011,2,3,13,7.803808
2011,2,3,14,7.753024000000001
2011,2,3,15,7.744560000000001
2011,2,3,16,7.651456
2011,2,3,17,7.710704
2011,2,3,18,7.693776
2011,2,3,19,7.44832
2011,2,3,20,7.042048
2011,2,3,21,6.89816
2011,2,3,22,6.737344
2011,2,3,23,6.703488
2011,2,4,0,6.525744
2011,2,4,1,6.466496
2011,2,4,2,6.39032
2011,2,4,3,6.483424
2011,2,4,4,6.441104
2011,2,4,5,6.322608000000001
2011,2,4,6,6.5596000000000005
2011,2,4,7,6.8389120000000005
2011,2,4,8,6.991264
2011,2,4,9,7.312896
2011,2,4,10,7.414464
2011,2,4,11,7.541424
2011,2,4,12,7.456784
2011,2,4,13,7.414464
2011,2,4,14,7.516032
2011,2,4,15,7.57528
2011,2,4,16,7.626064
2011,2,4,17,7.566816
2011,2,4,18,7.499104
2011,2,4,19,7.185936
2011,2,4,20,6.9828
2011,2,4,21,6.720416
2011,2,4,22,6.788128
2011,2,4,23,6.779664
2011,2,5,0,6.669632
2011,2,5,1,6.500352
2011,2,5,2,6.51728
2011,2,5,3,6.331072
2011,2,5,4,6.271824
2011,2,5,5,6.111008
2011,2,5,6,6.077152
2011,2,5,7,6.043296000000001
2011,2,5,8,5.831696
2011,2,5,9,6.441104
2011,2,5,10,6.652704
2011,2,5,11,6.568064000000001
2011,2,5,12,6.635776
2011,2,5,13,6.5511360000000005
2011,2,5,14,6.64424
2011,2,5,15,6.661168
2011,2,5,16,6.796592
2011,2,5,17,6.72888
2011,2,5,18,6.161792
2011,2,5,19,6.017904000000001
